"BOOT_IMAGE",CanMultiSession,PID,UID,"_raw","_time",api,average,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",distance,estimate,eventtype,files,gid,host,index,linecount,longest,lsn,mode,pid,punct,resettable,root,size,source,sourcetype,"splunk_server","splunk_server_group",sync,tag,"tag::eventtype",timeendpos,timestamp,timestartpos,total,uid,vendor,version,write
,,,,"2025-09-01 03:17:00 configure python3-talloc:amd64 2:2.4.3+samba4.22.4+dfsg-1 <none>","2025-09-01T02:17:00.000-0500",,,3,1,17,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_:..+..+-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:17:00 status installed libwireplumber-0.5-0:amd64 0.5.10-3","2025-09-01T02:17:00.000-0500",,,3,1,17,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-.-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:17:00 status half-configured libwireplumber-0.5-0:amd64 0.5.10-3","2025-09-01T02:17:00.000-0500",,,3,1,17,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-.-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:17:00 status unpacked libwireplumber-0.5-0:amd64 0.5.10-3","2025-09-01T02:17:00.000-0500",,,3,1,17,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-.-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:17:00 configure libwireplumber-0.5-0:amd64 0.5.10-3 <none>","2025-09-01T02:17:00.000-0500",,,3,1,17,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-.-:_..-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:17:00 status installed python3-lz4:amd64 4.4.4+dfsg-1","2025-09-01T02:17:00.000-0500",,,3,1,17,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..+-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status half-configured python3-lz4:amd64 4.4.4+dfsg-1","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..+-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status unpacked python3-lz4:amd64 4.4.4+dfsg-1","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..+-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 configure python3-lz4:amd64 4.4.4+dfsg-1 <none>","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_..+-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status installed libblockdev-swap3:amd64 3.3.1-3","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status half-configured libblockdev-swap3:amd64 3.3.1-3","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status unpacked libblockdev-swap3:amd64 3.3.1-3","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 configure libblockdev-swap3:amd64 3.3.1-3 <none>","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_..-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status installed nginx:amd64 1.26.3-3+b1","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status half-configured nginx:amd64 1.26.3-3+b1","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status unpacked nginx:amd64 1.26.3-3+b1","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 configure nginx:amd64 1.26.3-3+b1 <none>","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__:_..-+_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status installed rpm2cpio:amd64 4.20.1+dfsg-3","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..+-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status half-configured rpm2cpio:amd64 4.20.1+dfsg-3","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_..+-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status unpacked rpm2cpio:amd64 4.20.1+dfsg-3","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..+-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 configure rpm2cpio:amd64 4.20.1+dfsg-3 <none>","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__:_..+-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status installed python3-speechd:all 0.12.1-2","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status half-configured python3-speechd:all 0.12.1-2","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status unpacked python3-speechd:all 0.12.1-2","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 configure python3-speechd:all 0.12.1-2 <none>","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_..-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status installed sslyze:all 6.2.0-0kali1","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status half-configured sslyze:all 6.2.0-0kali1","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status unpacked sslyze:all 6.2.0-0kali1","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 configure sslyze:all 6.2.0-0kali1 <none>","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__:_..-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status installed libblockdev-smart3:amd64 3.3.1-3","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status half-configured libblockdev-smart3:amd64 3.3.1-3","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status unpacked libblockdev-smart3:amd64 3.3.1-3","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 configure libblockdev-smart3:amd64 3.3.1-3 <none>","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_..-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status installed python3-jwt:all 2.10.1-3","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status half-configured python3-jwt:all 2.10.1-3","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status unpacked python3-jwt:all 2.10.1-3","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 configure python3-jwt:all 2.10.1-3 <none>","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_..-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status installed libwiretap15:amd64 4.4.7-1+b1","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status half-configured libwiretap15:amd64 4.4.7-1+b1","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status unpacked libwiretap15:amd64 4.4.7-1+b1","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 configure libwiretap15:amd64 4.4.7-1+b1 <none>","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__:_..-+_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:59 status installed python3-joblib:all 1.4.2-5","2025-09-01T02:16:59.000-0500",,,3,1,16,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status half-configured python3-joblib:all 1.4.2-5","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status unpacked python3-joblib:all 1.4.2-5","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 configure python3-joblib:all 1.4.2-5 <none>","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_..-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status installed libxml-regexp-perl:all 0.04-2","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___--:_.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status half-configured libxml-regexp-perl:all 0.04-2","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_--:_.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status unpacked libxml-regexp-perl:all 0.04-2","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___--:_.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 configure libxml-regexp-perl:all 0.04-2 <none>","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__--:_.-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status installed libblockdev-crypto3:amd64 3.3.1-3","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status half-configured libblockdev-crypto3:amd64 3.3.1-3","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status unpacked libblockdev-crypto3:amd64 3.3.1-3","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 configure libblockdev-crypto3:amd64 3.3.1-3 <none>","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_..-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status installed libcurl4t64:amd64 8.15.0-1","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status half-configured libcurl4t64:amd64 8.15.0-1","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status unpacked libcurl4t64:amd64 8.15.0-1","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 configure libcurl4t64:amd64 8.15.0-1 <none>","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__:_..-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status installed mariadb-plugin-provider-lz4:amd64 1:11.8.3-1+b1","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___---:_:..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status half-configured mariadb-plugin-provider-lz4:amd64 1:11.8.3-1+b1","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_---:_:..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status unpacked mariadb-plugin-provider-lz4:amd64 1:11.8.3-1+b1","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___---:_:..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 configure mariadb-plugin-provider-lz4:amd64 1:11.8.3-1+b1 <none>","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__---:_:..-+_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status installed gir1.2-gdkpixbuf-2.0:amd64 2.42.12+dfsg-5","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___.--.:_..+-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status half-configured gir1.2-gdkpixbuf-2.0:amd64 2.42.12+dfsg-5","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_.--.:_..+-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status unpacked gir1.2-gdkpixbuf-2.0:amd64 2.42.12+dfsg-5","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___.--.:_..+-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 configure gir1.2-gdkpixbuf-2.0:amd64 2.42.12+dfsg-5 <none>","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__.--.:_..+-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status installed gnome-keyring:amd64 48.0-3","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status half-configured gnome-keyring:amd64 48.0-3","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status unpacked gnome-keyring:amd64 48.0-3","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 configure gnome-keyring:amd64 48.0-3 <none>","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_.-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:58 status installed openssh-server:amd64 1:10.0p1-8","2025-09-01T02:16:58.000-0500",,,3,1,16,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_:.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:56 status half-configured openssh-server:amd64 1:10.0p1-8","2025-09-01T02:16:56.000-0500",,,3,1,16,september,56,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_:.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:56 status unpacked openssh-server:amd64 1:10.0p1-8","2025-09-01T02:16:56.000-0500",,,3,1,16,september,56,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_:.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:56 configure openssh-server:amd64 1:10.0p1-8 <none>","2025-09-01T02:16:56.000-0500",,,3,1,16,september,56,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_:.-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:56 status installed gpg-wks-client:amd64 2.4.8-2","2025-09-01T02:16:56.000-0500",,,3,1,16,september,56,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___--:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:56 status half-configured gpg-wks-client:amd64 2.4.8-2","2025-09-01T02:16:56.000-0500",,,3,1,16,september,56,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_--:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:56 status unpacked gpg-wks-client:amd64 2.4.8-2","2025-09-01T02:16:56.000-0500",,,3,1,16,september,56,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___--:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:56 configure gpg-wks-client:amd64 2.4.8-2 <none>","2025-09-01T02:16:56.000-0500",,,3,1,16,september,56,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__--:_..-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:56 status installed python3-pyexploitdb:all 0.2.95-0kali1","2025-09-01T02:16:56.000-0500",,,3,1,16,september,56,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:55 status half-configured python3-pyexploitdb:all 0.2.95-0kali1","2025-09-01T02:16:55.000-0500",,,3,1,16,september,55,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:55 status unpacked python3-pyexploitdb:all 0.2.95-0kali1","2025-09-01T02:16:55.000-0500",,,3,1,16,september,55,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:55 configure python3-pyexploitdb:all 0.2.95-0kali1 <none>","2025-09-01T02:16:55.000-0500",,,3,1,16,september,55,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_..-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:55 status installed mariadb-client:amd64 1:11.8.3-1+b1","2025-09-01T02:16:55.000-0500",,,3,1,16,september,55,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_:..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:55 status half-configured mariadb-client:amd64 1:11.8.3-1+b1","2025-09-01T02:16:55.000-0500",,,3,1,16,september,55,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_:..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:55 status unpacked mariadb-client:amd64 1:11.8.3-1+b1","2025-09-01T02:16:55.000-0500",,,3,1,16,september,55,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_:..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:16:55 configure mariadb-client:amd64 1:11.8.3-1+b1 <none>","2025-09-01T02:16:55.000-0500",,,3,1,16,september,55,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_:..-+_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
