"BOOT_IMAGE",CanMultiSession,PID,UID,"_raw","_time",api,average,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",distance,estimate,eventtype,files,gid,host,index,linecount,longest,lsn,mode,pid,punct,resettable,root,size,source,sourcetype,"splunk_server","splunk_server_group",sync,tag,"tag::eventtype",timeendpos,timestamp,timestartpos,total,uid,vendor,version,write
,,,,"2025-09-01 03:14:03 status unpacked network-manager-pptp:amd64 1.2.12-4+b2","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___--:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status half-configured network-manager-pptp:amd64 1.2.12-4+b2","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_--:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 upgrade network-manager-pptp:amd64 1.2.12-4+b2 1.2.12-5","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__--:_..-+_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status unpacked network-manager-pptp-gnome:amd64 1.2.12-5","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___---:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status half-installed network-manager-pptp-gnome:amd64 1.2.12-4+b2","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_---:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status unpacked network-manager-pptp-gnome:amd64 1.2.12-4+b2","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___---:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status half-configured network-manager-pptp-gnome:amd64 1.2.12-4+b2","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_---:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 upgrade network-manager-pptp-gnome:amd64 1.2.12-4+b2 1.2.12-5","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__---:_..-+_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status unpacked network-manager-openvpn:amd64 1.12.2-2","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___--:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status half-installed network-manager-openvpn:amd64 1.12.0-2","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_--:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status unpacked network-manager-openvpn:amd64 1.12.0-2","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___--:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status half-configured network-manager-openvpn:amd64 1.12.0-2","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_--:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 upgrade network-manager-openvpn:amd64 1.12.0-2 1.12.2-2","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__--:_..-_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status unpacked network-manager-openvpn-gnome:amd64 1.12.2-2","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___---:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status half-installed network-manager-openvpn-gnome:amd64 1.12.0-2","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_---:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status unpacked network-manager-openvpn-gnome:amd64 1.12.0-2","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___---:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status half-configured network-manager-openvpn-gnome:amd64 1.12.0-2","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_---:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 upgrade network-manager-openvpn-gnome:amd64 1.12.0-2 1.12.2-2","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__---:_..-_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status unpacked network-manager-openconnect:amd64 1.2.10-3+b2","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___--:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status half-installed network-manager-openconnect:amd64 1.2.10-3+b1","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_--:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status unpacked network-manager-openconnect:amd64 1.2.10-3+b1","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___--:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status half-configured network-manager-openconnect:amd64 1.2.10-3+b1","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_--:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 upgrade network-manager-openconnect:amd64 1.2.10-3+b1 1.2.10-3+b2","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__--:_..-+_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:03 status unpacked openconnect:amd64 9.12-3+b1","2025-09-01T02:14:03.000-0500",,,3,1,14,september,3,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_.-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 status half-installed openconnect:amd64 9.12-3","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 status unpacked openconnect:amd64 9.12-3","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 status half-configured openconnect:amd64 9.12-3","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 upgrade openconnect:amd64 9.12-3 9.12-3+b1","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__:_.-_.-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 status unpacked network-manager-openconnect-gnome:amd64 1.2.10-3+b2","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___---:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 status half-installed network-manager-openconnect-gnome:amd64 1.2.10-3+b1","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_---:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 status unpacked network-manager-openconnect-gnome:amd64 1.2.10-3+b1","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___---:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 status half-configured network-manager-openconnect-gnome:amd64 1.2.10-3+b1","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_---:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 upgrade network-manager-openconnect-gnome:amd64 1.2.10-3+b1 1.2.10-3+b2","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__---:_..-+_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 status unpacked mpg123:amd64 1.33.2-1","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 status half-installed mpg123:amd64 1.32.10-1","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 status unpacked mpg123:amd64 1.32.10-1","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 status half-configured mpg123:amd64 1.32.10-1","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 upgrade mpg123:amd64 1.32.10-1 1.33.2-1","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__:_..-_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 status unpacked modemmanager:amd64 1.24.2-1","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 status half-installed modemmanager:amd64 1.24.0-1","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 status unpacked modemmanager:amd64 1.24.0-1","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 status half-configured modemmanager:amd64 1.24.0-1","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 upgrade modemmanager:amd64 1.24.0-1 1.24.2-1","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__:_..-_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:02 status unpacked mobile-broadband-provider-info:all 20250613-2","2025-09-01T02:14:02.000-0500",,,3,1,14,september,2,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___---:_-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:01 status half-installed mobile-broadband-provider-info:all 20240407-1","2025-09-01T02:14:01.000-0500",,,3,1,14,september,1,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_---:_-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:01 status unpacked mobile-broadband-provider-info:all 20240407-1","2025-09-01T02:14:01.000-0500",,,3,1,14,september,1,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___---:_-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:01 status half-configured mobile-broadband-provider-info:all 20240407-1","2025-09-01T02:14:01.000-0500",,,3,1,14,september,1,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_---:_-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:01 upgrade mobile-broadband-provider-info:all 20240407-1 20250613-2","2025-09-01T02:14:01.000-0500",,,3,1,14,september,1,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__---:_-_-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:01 status unpacked mkdocs:all 1.6.1+dfsg1-2","2025-09-01T02:14:01.000-0500",,,3,1,14,september,1,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..+-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:01 status half-installed mkdocs:all 1.6.1+dfsg1-2","2025-09-01T02:14:01.000-0500",,,3,1,14,september,1,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_..+-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:01 install mkdocs:all <none> 1.6.1+dfsg1-2","2025-09-01T02:14:01.000-0500",,,3,1,14,september,1,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__:_<>_..+-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:01 status unpacked python3-watchdog:all 6.0.0-1","2025-09-01T02:14:01.000-0500",,,3,1,14,september,1,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:01 status half-installed python3-watchdog:all 6.0.0-1","2025-09-01T02:14:01.000-0500",,,3,1,14,september,1,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:01 install python3-watchdog:all <none> 6.0.0-1","2025-09-01T02:14:01.000-0500",,,3,1,14,september,1,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_<>_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:01 status unpacked python3-pyyaml-env-tag:all 1.1-1","2025-09-01T02:14:01.000-0500",,,3,1,14,september,1,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___---:_.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:01 status half-installed python3-pyyaml-env-tag:all 1.1-1","2025-09-01T02:14:01.000-0500",,,3,1,14,september,1,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_---:_.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:01 install python3-pyyaml-env-tag:all <none> 1.1-1","2025-09-01T02:14:01.000-0500",,,3,1,14,september,1,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__---:_<>_.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:01 status unpacked python3-pathspec:all 0.12.1-1","2025-09-01T02:14:01.000-0500",,,3,1,14,september,1,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:01 status half-installed python3-pathspec:all 0.12.1-1","2025-09-01T02:14:01.000-0500",,,3,1,14,september,1,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:01 install python3-pathspec:all <none> 0.12.1-1","2025-09-01T02:14:01.000-0500",,,3,1,14,september,1,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_<>_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:00 status unpacked mkdocs-get-deps:all 0.2.0-2","2025-09-01T02:14:00.000-0500",,,3,1,14,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___--:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:00 status half-installed mkdocs-get-deps:all 0.2.0-2","2025-09-01T02:14:00.000-0500",,,3,1,14,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_--:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:00 install mkdocs-get-deps:all <none> 0.2.0-2","2025-09-01T02:14:00.000-0500",,,3,1,14,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__--:_<>_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:00 status unpacked python3-mergedeep:all 1.3.4-4","2025-09-01T02:14:00.000-0500",,,3,1,14,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:00 status half-installed python3-mergedeep:all 1.3.4-4","2025-09-01T02:14:00.000-0500",,,3,1,14,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:00 install python3-mergedeep:all <none> 1.3.4-4","2025-09-01T02:14:00.000-0500",,,3,1,14,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_<>_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:00 status unpacked sphinx-rtd-theme-common:all 3.0.2+dfsg-3","2025-09-01T02:14:00.000-0500",,,3,1,14,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___---:_..+-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:00 status half-installed sphinx-rtd-theme-common:all 3.0.2+dfsg-2","2025-09-01T02:14:00.000-0500",,,3,1,14,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_---:_..+-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:00 status unpacked sphinx-rtd-theme-common:all 3.0.2+dfsg-2","2025-09-01T02:14:00.000-0500",,,3,1,14,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___---:_..+-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:00 status half-configured sphinx-rtd-theme-common:all 3.0.2+dfsg-2","2025-09-01T02:14:00.000-0500",,,3,1,14,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_---:_..+-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:00 upgrade sphinx-rtd-theme-common:all 3.0.2+dfsg-2 3.0.2+dfsg-3","2025-09-01T02:14:00.000-0500",,,3,1,14,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__---:_..+-_..+-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:00 status unpacked python3-lunr:all 0.8.0-1","2025-09-01T02:14:00.000-0500",,,3,1,14,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:00 status half-installed python3-lunr:all 0.8.0-1","2025-09-01T02:14:00.000-0500",,,3,1,14,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:00 install python3-lunr:all <none> 0.8.0-1","2025-09-01T02:14:00.000-0500",,,3,1,14,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_<>_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:14:00 status unpacked python3-nltk:all 3.9.1-2","2025-09-01T02:14:00.000-0500",,,3,1,14,september,0,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:13:59 status half-installed python3-nltk:all 3.9.1-2","2025-09-01T02:13:59.000-0500",,,3,1,13,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:13:59 install python3-nltk:all <none> 3.9.1-2","2025-09-01T02:13:59.000-0500",,,3,1,13,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_<>_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:13:59 status unpacked python3-joblib:all 1.4.2-5","2025-09-01T02:13:59.000-0500",,,3,1,13,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:13:59 status half-installed python3-joblib:all 1.4.2-5","2025-09-01T02:13:59.000-0500",,,3,1,13,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:13:59 install python3-joblib:all <none> 1.4.2-5","2025-09-01T02:13:59.000-0500",,,3,1,13,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_<>_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:13:59 status unpacked python3-livereload:all 2.7.1-0.1","2025-09-01T02:13:59.000-0500",,,3,1,13,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-.",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:13:59 status half-installed python3-livereload:all 2.7.1-0.1","2025-09-01T02:13:59.000-0500",,,3,1,13,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..-.",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:13:59 install python3-livereload:all <none> 2.7.1-0.1","2025-09-01T02:13:59.000-0500",,,3,1,13,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_<>_..-.",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:13:59 status unpacked mesa-vulkan-drivers:amd64 25.0.7-2","2025-09-01T02:13:59.000-0500",,,3,1,13,september,59,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___--:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:13:58 status half-installed mesa-vulkan-drivers:amd64 25.0.5-2","2025-09-01T02:13:58.000-0500",,,3,1,13,september,58,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_--:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
